id;Entity;Code;Year;share of renewables
Eastern Africa (BP)-1998;Eastern Africa (BP);;1998;29.914507
Eastern Africa (BP)-1999;Eastern Africa (BP);;1999;30.56264
Eastern Africa (BP)-2000;Eastern Africa (BP);;2000;32.542984
Eastern Africa (BP)-2001;Eastern Africa (BP);;2001;33.857758
Eastern Africa (BP)-2002;Eastern Africa (BP);;2002;35.647015
Eastern Africa (BP)-2003;Eastern Africa (BP);;2003;35.753136
Eastern Africa (BP)-2004;Eastern Africa (BP);;2004;33.938667
Eastern Africa (BP)-2005;Eastern Africa (BP);;2005;33.640385
Eastern Africa (BP)-2006;Eastern Africa (BP);;2006;34.184486
Eastern Africa (BP)-2007;Eastern Africa (BP);;2007;35.175175
Eastern Africa (BP)-2008;Eastern Africa (BP);;2008;34.842575
Eastern Africa (BP)-2009;Eastern Africa (BP);;2009;34.660458
Eastern Africa (BP)-2010;Eastern Africa (BP);;2010;35.635113
Eastern Africa (BP)-2011;Eastern Africa (BP);;2011;35.01301
Eastern Africa (BP)-2012;Eastern Africa (BP);;2012;35.48657
Eastern Africa (BP)-2013;Eastern Africa (BP);;2013;34.786755
Eastern Africa (BP)-2014;Eastern Africa (BP);;2014;34.23328
Eastern Africa (BP)-2015;Eastern Africa (BP);;2015;33.409313
Eastern Africa (BP)-2016;Eastern Africa (BP);;2016;32.305428
Eastern Africa (BP)-2017;Eastern Africa (BP);;2017;31.50984
Eastern Africa (BP)-2018;Eastern Africa (BP);;2018;31.808338
Eastern Africa (BP)-2019;Eastern Africa (BP);;2019;32.526245
Eastern Africa (BP)-2020;Eastern Africa (BP);;2020;36.039726
Eastern Africa (BP)-2021;Eastern Africa (BP);;2021;35.91689
Ecuador-1965;Ecuador;ECU;1965;8.505215
Ecuador-1966;Ecuador;ECU;1966;9.248206
Ecuador-1967;Ecuador;ECU;1967;9.417127
Ecuador-1968;Ecuador;ECU;1968;8.330954
Ecuador-1969;Ecuador;ECU;1969;8.701673
Ecuador-1970;Ecuador;ECU;1970;8.106536
Ecuador-1971;Ecuador;ECU;1971;8.015814
Ecuador-1972;Ecuador;ECU;1972;7.758966
Ecuador-1973;Ecuador;ECU;1973;7.0862336
Ecuador-1974;Ecuador;ECU;1974;6.9780536
Ecuador-1975;Ecuador;ECU;1975;8.653943
Ecuador-1976;Ecuador;ECU;1976;7.57248
Ecuador-1977;Ecuador;ECU;1977;5.8732605
Ecuador-1978;Ecuador;ECU;1978;7.960053
Ecuador-1979;Ecuador;ECU;1979;6.851764
Ecuador-1980;Ecuador;ECU;1980;6.642501
Ecuador-1981;Ecuador;ECU;1981;5.3501143
Ecuador-1982;Ecuador;ECU;1982;5.5936837
Ecuador-1983;Ecuador;ECU;1983;10.982115
Ecuador-1984;Ecuador;ECU;1984;18.537539
Ecuador-1985;Ecuador;ECU;1985;15.903298
Ecuador-1986;Ecuador;ECU;1986;18.56394
Ecuador-1987;Ecuador;ECU;1987;20.51675
Ecuador-1988;Ecuador;ECU;1988;18.759295
Ecuador-1989;Ecuador;ECU;1989;18.673532
Ecuador-1990;Ecuador;ECU;1990;18.208445
Ecuador-1991;Ecuador;ECU;1991;16.781824
Ecuador-1992;Ecuador;ECU;1992;16.528347
Ecuador-1993;Ecuador;ECU;1993;18.627613
Ecuador-1994;Ecuador;ECU;1994;19.351002
Ecuador-1995;Ecuador;ECU;1995;16.093634
Ecuador-1996;Ecuador;ECU;1996;17.381893
Ecuador-1997;Ecuador;ECU;1997;16.071613
Ecuador-1998;Ecuador;ECU;1998;15.920069
Ecuador-1999;Ecuador;ECU;1999;19.251896
Ecuador-2000;Ecuador;ECU;2000;21.613928
Ecuador-2001;Ecuador;ECU;2001;19.692354
Ecuador-2002;Ecuador;ECU;2002;21.095179
Ecuador-2003;Ecuador;ECU;2003;19.533443
Ecuador-2004;Ecuador;ECU;2004;18.734905
Ecuador-2005;Ecuador;ECU;2005;16.596605
Ecuador-2006;Ecuador;ECU;2006;16.25161
Ecuador-2007;Ecuador;ECU;2007;19.557272
Ecuador-2008;Ecuador;ECU;2008;22.617521
Ecuador-2009;Ecuador;ECU;2009;18.929243
Ecuador-2010;Ecuador;ECU;2010;15.936485
Ecuador-2011;Ecuador;ECU;2011;19.198841
Ecuador-2012;Ecuador;ECU;2012;19.840086
Ecuador-2013;Ecuador;ECU;2013;17.377462
Ecuador-2014;Ecuador;ECU;2014;17.276142
Ecuador-2015;Ecuador;ECU;2015;19.640232
Ecuador-2016;Ecuador;ECU;2016;23.628025
Ecuador-2017;Ecuador;ECU;2017;28.335857
Ecuador-2018;Ecuador;ECU;2018;27.386934
Ecuador-2019;Ecuador;ECU;2019;31.76902
Ecuador-2020;Ecuador;ECU;2020;36.035774
Ecuador-2021;Ecuador;ECU;2021;32.3542
Egypt-1965;Egypt;EGY;1965;5.5878944
Egypt-1966;Egypt;EGY;1966;5.5950437
Egypt-1967;Egypt;EGY;1967;7.041625
Egypt-1968;Egypt;EGY;1968;9.956793
Egypt-1969;Egypt;EGY;1969;16.08243
Egypt-1970;Egypt;EGY;1970;15.164636
Egypt-1971;Egypt;EGY;1971;15.877998
Egypt-1972;Egypt;EGY;1972;14.63569
Egypt-1973;Egypt;EGY;1973;15.458052
Egypt-1974;Egypt;EGY;1974;16.143082
Egypt-1975;Egypt;EGY;1975;16.16058
Egypt-1976;Egypt;EGY;1976;15.923643
Egypt-1977;Egypt;EGY;1977;16.571007
Egypt-1978;Egypt;EGY;1978;17.237103
Egypt-1979;Egypt;EGY;1979;15.267534
Egypt-1980;Egypt;EGY;1980;13.69403
Egypt-1981;Egypt;EGY;1981;12.52634
Egypt-1982;Egypt;EGY;1982;11.533038
Egypt-1983;Egypt;EGY;1983;9.980415
Egypt-1984;Egypt;EGY;1984;8.979603
Egypt-1985;Egypt;EGY;1985;8.225812
Egypt-1986;Egypt;EGY;1986;7.8884335
Egypt-1987;Egypt;EGY;1987;7.4370356
Egypt-1988;Egypt;EGY;1988;7.2144046
Egypt-1989;Egypt;EGY;1989;7.3539524
Egypt-1990;Egypt;EGY;1990;7.5208654
Egypt-1991;Egypt;EGY;1991;7.396339
Egypt-1992;Egypt;EGY;1992;7.380686
Egypt-1993;Egypt;EGY;1993;7.595429
Egypt-1994;Egypt;EGY;1994;7.676783
Egypt-1995;Egypt;EGY;1995;7.558946
Egypt-1996;Egypt;EGY;1996;7.361754
Egypt-1997;Egypt;EGY;1997;7.243849
Egypt-1998;Egypt;EGY;1998;7.1541786
Egypt-1999;Egypt;EGY;1999;7.409151
Egypt-2000;Egypt;EGY;2000;7.416068
Egypt-2001;Egypt;EGY;2001;7.225909
Egypt-2002;Egypt;EGY;2002;6.795776
Egypt-2003;Egypt;EGY;2003;5.937698
Egypt-2004;Egypt;EGY;2004;5.634644
Egypt-2005;Egypt;EGY;2005;5.385706
Egypt-2006;Egypt;EGY;2006;5.1723137
Egypt-2007;Egypt;EGY;2007;5.3631554
Egypt-2008;Egypt;EGY;2008;5.414237
Egypt-2009;Egypt;EGY;2009;4.800595
Egypt-2010;Egypt;EGY;2010;4.461719
Egypt-2011;Egypt;EGY;2011;4.3315444
Egypt-2012;Egypt;EGY;2012;4.1802897
Egypt-2013;Egypt;EGY;2013;4.1771846
Egypt-2014;Egypt;EGY;2014;4.1816525
Egypt-2015;Egypt;EGY;2015;4.328853
Egypt-2016;Egypt;EGY;2016;4.131468
Egypt-2017;Egypt;EGY;2017;3.8699906
Egypt-2018;Egypt;EGY;2018;4.0554056
Egypt-2019;Egypt;EGY;2019;5.1698976
Egypt-2020;Egypt;EGY;2020;6.564624
Egypt-2021;Egypt;EGY;2021;6.230571
Estonia-1985;Estonia;EST;1985;0
Estonia-1986;Estonia;EST;1986;0
Estonia-1987;Estonia;EST;1987;0
Estonia-1988;Estonia;EST;1988;0
Estonia-1989;Estonia;EST;1989;0
Estonia-1990;Estonia;EST;1990;0
Estonia-1991;Estonia;EST;1991;0
Estonia-1992;Estonia;EST;1992;0
Estonia-1993;Estonia;EST;1993;0
Estonia-1994;Estonia;EST;1994;0
Estonia-1995;Estonia;EST;1995;0.030831562
Estonia-1996;Estonia;EST;1996;0.024195744
Estonia-1997;Estonia;EST;1997;0.039256863
Estonia-1998;Estonia;EST;1998;0.06567057
Estonia-1999;Estonia;EST;1999;0.09331137
Estonia-2000;Estonia;EST;2000;0.10166839
Estonia-2001;Estonia;EST;2001;0.09630356
Estonia-2002;Estonia;EST;2002;0.18708262
Estonia-2003;Estonia;EST;2003;0.22028498
Estonia-2004;Estonia;EST;2004;0.28742737
Estonia-2005;Estonia;EST;2005;0.5005239
Estonia-2006;Estonia;EST;2006;0.59395134
Estonia-2007;Estonia;EST;2007;0.5890301
Estonia-2008;Estonia;EST;2008;0.8455263
Estonia-2009;Estonia;EST;2009;2.7872162
Estonia-2010;Estonia;EST;2010;4.3919716
Estonia-2011;Estonia;EST;2011;4.9312315
Estonia-2012;Estonia;EST;2012;6.1257634
Estonia-2013;Estonia;EST;2013;4.7120137
Estonia-2014;Estonia;EST;2014;5.5141263
Estonia-2015;Estonia;EST;2015;6.578982
Estonia-2016;Estonia;EST;2016;6.427242
Estonia-2017;Estonia;EST;2017;6.830332
Estonia-2018;Estonia;EST;2018;7.507283
Estonia-2019;Estonia;EST;2019;9.91299
Estonia-2020;Estonia;EST;2020;14.138368
Estonia-2021;Estonia;EST;2021;14.325047
Europe-1965;Europe;;1965;5.9066157
Europe-1966;Europe;;1966;6.168164
Europe-1967;Europe;;1967;5.9033895
Europe-1968;Europe;;1968;5.9576693
Europe-1969;Europe;;1969;5.6871805
Europe-1970;Europe;;1970;5.681452
Europe-1971;Europe;;1971;5.5593204
Europe-1972;Europe;;1972;5.415697
Europe-1973;Europe;;1973;5.1996355
Europe-1974;Europe;;1974;5.549151
Europe-1975;Europe;;1975;5.48716
Europe-1976;Europe;;1976;5.002477
Europe-1977;Europe;;1977;5.7320075
Europe-1978;Europe;;1978;5.710373
Europe-1979;Europe;;1979;5.745068
Europe-1980;Europe;;1980;5.7626457
Europe-1981;Europe;;1981;5.8671975
Europe-1982;Europe;;1982;5.7095346
Europe-1983;Europe;;1983;5.8300776
Europe-1984;Europe;;1984;5.8781457
Europe-1985;Europe;;1985;5.8707128
Europe-1986;Europe;;1986;5.674075
Europe-1987;Europe;;1987;5.844886
Europe-1988;Europe;;1988;6.004857
Europe-1989;Europe;;1989;5.4792295
Europe-1990;Europe;;1990;5.6125426
Europe-1991;Europe;;1991;5.799028
Europe-1992;Europe;;1992;6.1881166
Europe-1993;Europe;;1993;6.5789742
Europe-1994;Europe;;1994;6.9876776
Europe-1995;Europe;;1995;7.0650234
Europe-1996;Europe;;1996;6.6088142
Europe-1997;Europe;;1997;7.0181427
Europe-1998;Europe;;1998;7.2968125
Europe-1999;Europe;;1999;7.4891624
Europe-2000;Europe;;2000;7.77206
Europe-2001;Europe;;2001;7.7981777
Europe-2002;Europe;;2002;7.304162
Europe-2003;Europe;;2003;6.906544
Europe-2004;Europe;;2004;7.4689255
Europe-2005;Europe;;2005;7.651272
Europe-2006;Europe;;2006;7.5956726
Europe-2007;Europe;;2007;8.04044
Europe-2008;Europe;;2008;8.450697
Europe-2009;Europe;;2009;9.250828
Europe-2010;Europe;;2010;9.566195
Europe-2011;Europe;;2011;9.470131
Europe-2012;Europe;;2012;10.526842
Europe-2013;Europe;;2013;11.563236
Europe-2014;Europe;;2014;12.157203
Europe-2015;Europe;;2015;12.454003
Europe-2016;Europe;;2016;12.5641365
Europe-2017;Europe;;2017;12.595028
Europe-2018;Europe;;2018;13.195203
Europe-2019;Europe;;2019;13.646666
Europe-2020;Europe;;2020;15.806127
Europe-2021;Europe;;2021;15.235615
Europe (BP)-1965;Europe (BP);;1965;7.269067
Europe (BP)-1966;Europe (BP);;1966;7.5995073
Europe (BP)-1967;Europe (BP);;1967;7.389748
Europe (BP)-1968;Europe (BP);;1968;7.186744
Europe (BP)-1969;Europe (BP);;1969;6.607449
Europe (BP)-1970;Europe (BP);;1970;6.5164337
Europe (BP)-1971;Europe (BP);;1971;6.4102187
Europe (BP)-1972;Europe (BP);;1972;6.3603573
Europe (BP)-1973;Europe (BP);;1973;6.11337
Europe (BP)-1974;Europe (BP);;1974;6.695796
Europe (BP)-1975;Europe (BP);;1975;6.9075384
Europe (BP)-1976;Europe (BP);;1976;6.05598
Europe (BP)-1977;Europe (BP);;1977;7.184907
Europe (BP)-1978;Europe (BP);;1978;6.917433
Europe (BP)-1979;Europe (BP);;1979;7.012579
Europe (BP)-1980;Europe (BP);;1980;6.9953547
Europe (BP)-1981;Europe (BP);;1981;7.263548
Europe (BP)-1982;Europe (BP);;1982;7.3230996
Europe (BP)-1983;Europe (BP);;1983;7.470169
Europe (BP)-1984;Europe (BP);;1984;7.360798
Europe (BP)-1985;Europe (BP);;1985;6.3973994
Europe (BP)-1986;Europe (BP);;1986;6.101613
Europe (BP)-1987;Europe (BP);;1987;6.496621
Europe (BP)-1988;Europe (BP);;1988;6.8874254
Europe (BP)-1989;Europe (BP);;1989;6.041034
Europe (BP)-1990;Europe (BP);;1990;6.1501617
Europe (BP)-1991;Europe (BP);;1991;6.3632956
Europe (BP)-1992;Europe (BP);;1992;6.80437
Europe (BP)-1993;Europe (BP);;1993;7.22015
Europe (BP)-1994;Europe (BP);;1994;7.488457
Europe (BP)-1995;Europe (BP);;1995;7.4828305
Europe (BP)-1996;Europe (BP);;1996;7.118013
Europe (BP)-1997;Europe (BP);;1997;7.479815
Europe (BP)-1998;Europe (BP);;1998;7.830997
Europe (BP)-1999;Europe (BP);;1999;7.994131
Europe (BP)-2000;Europe (BP);;2000;8.294754
Europe (BP)-2001;Europe (BP);;2001;8.198429
Europe (BP)-2002;Europe (BP);;2002;7.817237
Europe (BP)-2003;Europe (BP);;2003;7.445176
Europe (BP)-2004;Europe (BP);;2004;8.081994
Europe (BP)-2005;Europe (BP);;2005;8.329161
Europe (BP)-2006;Europe (BP);;2006;8.455762
Europe (BP)-2007;Europe (BP);;2007;8.983073
Europe (BP)-2008;Europe (BP);;2008;9.758614
Europe (BP)-2009;Europe (BP);;2009;10.734776
Europe (BP)-2010;Europe (BP);;2010;11.562127
Europe (BP)-2011;Europe (BP);;2011;11.665335
Europe (BP)-2012;Europe (BP);;2012;13.15553
Europe (BP)-2013;Europe (BP);;2013;14.2499895
Europe (BP)-2014;Europe (BP);;2014;15.056768
Europe (BP)-2015;Europe (BP);;2015;15.684681
Europe (BP)-2016;Europe (BP);;2016;15.744419
Europe (BP)-2017;Europe (BP);;2017;15.753476
Europe (BP)-2018;Europe (BP);;2018;16.827751
Europe (BP)-2019;Europe (BP);;2019;17.77084
Europe (BP)-2020;Europe (BP);;2020;20.436487
Europe (BP)-2021;Europe (BP);;2021;19.740942
European Union (27)-1965;European Union (27);;1965;6.740035
European Union (27)-1966;European Union (27);;1966;7.1173525
European Union (27)-1967;European Union (27);;1967;6.6463075
European Union (27)-1968;European Union (27);;1968;6.338912
European Union (27)-1969;European Union (27);;1969;5.760931
European Union (27)-1970;European Union (27);;1970;5.699029
European Union (27)-1971;European Union (27);;1971;5.4920382
European Union (27)-1972;European Union (27);;1972;5.4575386
European Union (27)-1973;European Union (27);;1973;5.1482067
European Union (27)-1974;European Union (27);;1974;5.611098
European Union (27)-1975;European Union (27);;1975;5.6898823
European Union (27)-1976;European Union (27);;1976;4.693745
European Union (27)-1977;European Union (27);;1977;6.104866
European Union (27)-1978;European Union (27);;1978;5.724103
European Union (27)-1979;European Union (27);;1979;5.7847705
European Union (27)-1980;European Union (27);;1980;5.6107125
European Union (27)-1981;European Union (27);;1981;5.697778
European Union (27)-1982;European Union (27);;1982;5.724218
European Union (27)-1983;European Union (27);;1983;5.814768
European Union (27)-1984;European Union (27);;1984;5.728046
European Union (27)-1985;European Union (27);;1985;5.5868397
European Union (27)-1986;European Union (27);;1986;5.2328033
European Union (27)-1987;European Union (27);;1987;5.603362
European Union (27)-1988;European Union (27);;1988;5.8703294
European Union (27)-1989;European Union (27);;1989;4.825043
European Union (27)-1990;European Union (27);;1990;5.138932
European Union (27)-1991;European Union (27);;1991;5.406729
European Union (27)-1992;European Union (27);;1992;5.748823
European Union (27)-1993;European Union (27);;1993;5.977683
European Union (27)-1994;European Union (27);;1994;6.195356
European Union (27)-1995;European Union (27);;1995;6.0873213
European Union (27)-1996;European Union (27);;1996;5.9001784
European Union (27)-1997;European Union (27);;1997;6.204107
European Union (27)-1998;European Union (27);;1998;6.4342656
European Union (27)-1999;European Union (27);;1999;6.4940257
European Union (27)-2000;European Union (27);;2000;6.851288
European Union (27)-2001;European Union (27);;2001;7.122068
European Union (27)-2002;European Union (27);;2002;6.4400024
European Union (27)-2003;European Union (27);;2003;6.37666
European Union (27)-2004;European Union (27);;2004;6.954033
European Union (27)-2005;European Union (27);;2005;7.023421
European Union (27)-2006;European Union (27);;2006;7.4130735
European Union (27)-2007;European Union (27);;2007;8.028537
European Union (27)-2008;European Union (27);;2008;8.835195
European Union (27)-2009;European Union (27);;2009;9.934215
European Union (27)-2010;European Union (27);;2010;10.899172
European Union (27)-2011;European Union (27);;2011;11.111049
European Union (27)-2012;European Union (27);;2012;12.618176
European Union (27)-2013;European Union (27);;2013;13.789877
European Union (27)-2014;European Union (27);;2014;14.76316
European Union (27)-2015;European Union (27);;2015;14.853165
European Union (27)-2016;European Union (27);;2016;14.857019
European Union (27)-2017;European Union (27);;2017;14.778873
European Union (27)-2018;European Union (27);;2018;15.76775
European Union (27)-2019;European Union (27);;2019;16.51869
European Union (27)-2020;European Union (27);;2020;19.209618
European Union (27)-2021;European Union (27);;2021;18.567877
Finland-1965;Finland;FIN;1965;23.966585
Finland-1966;Finland;FIN;1966;23.36688
Finland-1967;Finland;FIN;1967;24.873165
Finland-1968;Finland;FIN;1968;20.672768
Finland-1969;Finland;FIN;1969;15.680414
Finland-1970;Finland;FIN;1970;15.499043
Finland-1971;Finland;FIN;1971;16.927217
Finland-1972;Finland;FIN;1972;15.603095
Finland-1973;Finland;FIN;1973;14.4314785
Finland-1974;Finland;FIN;1974;18.064272
Finland-1975;Finland;FIN;1975;17.08967
Finland-1976;Finland;FIN;1976;12.514572
Finland-1977;Finland;FIN;1977;15.202662
Finland-1978;Finland;FIN;1978;11.782436
Finland-1979;Finland;FIN;1979;12.091409
Finland-1980;Finland;FIN;1980;11.415307
Finland-1981;Finland;FIN;1981;15.109192
Finland-1982;Finland;FIN;1982;14.6664095
Finland-1983;Finland;FIN;1983;15.364748
Finland-1984;Finland;FIN;1984;14.383723
Finland-1985;Finland;FIN;1985;12.764183
Finland-1986;Finland;FIN;1986;12.675924
Finland-1987;Finland;FIN;1987;13.406022
Finland-1988;Finland;FIN;1988;13.070466
Finland-1989;Finland;FIN;1989;12.690624
Finland-1990;Finland;FIN;1990;15.044628
Finland-1991;Finland;FIN;1991;16.643732
Finland-1992;Finland;FIN;1992;18.367647
Finland-1993;Finland;FIN;1993;17.727713
Finland-1994;Finland;FIN;1994;15.916638
Finland-1995;Finland;FIN;1995;17.851295
Finland-1996;Finland;FIN;1996;15.462067
Finland-1997;Finland;FIN;1997;17.178953
Finland-1998;Finland;FIN;1998;20.300835
Finland-1999;Finland;FIN;1999;17.990025
Finland-2000;Finland;FIN;2000;19.702833
Finland-2001;Finland;FIN;2001;17.716715
Finland-2002;Finland;FIN;2002;16.264904
Finland-2003;Finland;FIN;2003;14.593681
Finland-2004;Finland;FIN;2004;19.509205
Finland-2005;Finland;FIN;2005;19.46372
Finland-2006;Finland;FIN;2006;17.534887
Finland-2007;Finland;FIN;2007;18.869097
Finland-2008;Finland;FIN;2008;22.427767
Finland-2009;Finland;FIN;2009;19.18046
Finland-2010;Finland;FIN;2010;19.647142
Finland-2011;Finland;FIN;2011;20.955502
Finland-2012;Finland;FIN;2012;24.975452
Finland-2013;Finland;FIN;2013;22.647865
Finland-2014;Finland;FIN;2014;24.728233
Finland-2015;Finland;FIN;2015;28.137722
Finland-2016;Finland;FIN;2016;26.58672
Finland-2017;Finland;FIN;2017;28.707514
Finland-2018;Finland;FIN;2018;28.641554
Finland-2019;Finland;FIN;2019;29.214561
Finland-2020;Finland;FIN;2020;33.16851
Finland-2021;Finland;FIN;2021;34.61129
France-1965;France;FRA;1965;10.584984
France-1966;France;FRA;1966;11.602393
France-1967;France;FRA;1967;9.537199
France-1968;France;FRA;1968;10.09288
France-1969;France;FRA;1969;9.634168
France-1970;France;FRA;1970;9.537436
France-1971;France;FRA;1971;7.9428425
France-1972;France;FRA;1972;7.446317
France-1973;France;FRA;1973;6.7090616
France-1974;France;FRA;1974;8.01622
France-1975;France;FRA;1975;9.053055
France-1976;France;FRA;1976;6.8996778
France-1977;France;FRA;1977;10.595119
France-1978;France;FRA;1978;9.109527
France-1979;France;FRA;1979;8.611678
France-1980;France;FRA;1980;9.114398
France-1981;France;FRA;1981;9.551752
France-1982;France;FRA;1982;9.705157
France-1983;France;FRA;1983;9.325617
France-1984;France;FRA;1984;8.554503
France-1985;France;FRA;1985;7.887791
France-1986;France;FRA;1986;7.7647924
France-1987;France;FRA;1987;8.584645
France-1988;France;FRA;1988;9.174313
France-1989;France;FRA;1989;5.5997367
France-1990;France;FRA;1990;6.222641
France-1991;France;FRA;1991;6.2665405
France-1992;France;FRA;1992;7.399244
France-1993;France;FRA;1993;6.9688835
France-1994;France;FRA;1994;8.563506
France-1995;France;FRA;1995;7.823903
France-1996;France;FRA;1996;6.882894
France-1997;France;FRA;1997;6.803889
France-1998;France;FRA;1998;6.470214
France-1999;France;FRA;1999;7.388863
France-2000;France;FRA;2000;6.7445607
France-2001;France;FRA;2001;7.405367
France-2002;France;FRA;2002;6.175621
France-2003;France;FRA;2003;5.962182
France-2004;France;FRA;2004;5.970315
France-2005;France;FRA;2005;5.365334
France-2006;France;FRA;2006;5.969732
France-2007;France;FRA;2007;6.6387134
France-2008;France;FRA;2008;7.6322675
France-2009;France;FRA;2009;7.70645
France-2010;France;FRA;2010;8.220292
France-2011;France;FRA;2011;7.185518
France-2012;France;FRA;2012;9.137363
France-2013;France;FRA;2013;10.4594345
France-2014;France;FRA;2014;10.459279
France-2015;France;FRA;2015;10.147399
France-2016;France;FRA;2016;10.975246
France-2017;France;FRA;2017;10.437264
France-2018;France;FRA;2018;12.132495
France-2019;France;FRA;2019;12.384905
France-2020;France;FRA;2020;14.788747
France-2021;France;FRA;2021;13.671011
Germany-1965;Germany;DEU;1965;1.614503
Germany-1966;Germany;DEU;1966;1.7416129
Germany-1967;Germany;DEU;1967;1.6582538
Germany-1968;Germany;DEU;1968;1.5761398
Germany-1969;Germany;DEU;1969;1.1857672
Germany-1970;Germany;DEU;1970;1.5171292
Germany-1971;Germany;DEU;1971;1.1796806
Germany-1972;Germany;DEU;1972;1.1219959
Germany-1973;Germany;DEU;1973;1.2137141
Germany-1974;Germany;DEU;1974;1.4188614
Germany-1975;Germany;DEU;1975;1.4353294
Germany-1976;Germany;DEU;1976;1.1208524
Germany-1977;Germany;DEU;1977;1.3967295
Germany-1978;Germany;DEU;1978;1.408961
Germany-1979;Germany;DEU;1979;1.3454018
Germany-1980;Germany;DEU;1980;1.4781905
Germany-1981;Germany;DEU;1981;1.5739785
Germany-1982;Germany;DEU;1982;1.6178513
Germany-1983;Germany;DEU;1983;1.4992614
Germany-1984;Germany;DEU;1984;1.4371842
Germany-1985;Germany;DEU;1985;1.3216147
Germany-1986;Germany;DEU;1986;1.4105299
Germany-1987;Germany;DEU;1987;1.5094993
Germany-1988;Germany;DEU;1988;1.5009333
Germany-1989;Germany;DEU;1989;1.3991727
Germany-1990;Germany;DEU;1990;1.33694
Germany-1991;Germany;DEU;1991;1.2709577
Germany-1992;Germany;DEU;1992;1.5204551
Germany-1993;Germany;DEU;1993;1.5835441
Germany-1994;Germany;DEU;1994;1.7396334
Germany-1995;Germany;DEU;1995;1.8891898
Germany-1996;Germany;DEU;1996;1.6823945
Germany-1997;Germany;DEU;1997;1.8035167
Germany-1998;Germany;DEU;1998;1.970565
Germany-1999;Germany;DEU;1999;2.2275858
Germany-2000;Germany;DEU;2000;2.8871117
Germany-2001;Germany;DEU;2001;2.9411676
Germany-2002;Germany;DEU;2002;3.538632
Germany-2003;Germany;DEU;2003;3.6419897
Germany-2004;Germany;DEU;2004;4.5165977
Germany-2005;Germany;DEU;2005;5.2084193
Germany-2006;Germany;DEU;2006;6.0263047
Germany-2007;Germany;DEU;2007;7.6538334
Germany-2008;Germany;DEU;2008;7.8176284
Germany-2009;Germany;DEU;2009;8.45428
Germany-2010;Germany;DEU;2010;8.792469
Germany-2011;Germany;DEU;2011;10.566965
Germany-2012;Germany;DEU;2012;11.899699
Germany-2013;Germany;DEU;2013;12.063335
Germany-2014;Germany;DEU;2014;13.278847
Germany-2015;Germany;DEU;2015;14.823544
Germany-2016;Germany;DEU;2016;14.607312
Germany-2017;Germany;DEU;2017;16.196213
Germany-2018;Germany;DEU;2018;17.084951
Germany-2019;Germany;DEU;2019;18.768305
Germany-2020;Germany;DEU;2020;21.122828
Germany-2021;Germany;DEU;2021;19.453121
Greece-1965;Greece;GRC;1965;2.9926248
Greece-1966;Greece;GRC;1966;5.9037366
Greece-1967;Greece;GRC;1967;5.1454077
Greece-1968;Greece;GRC;1968;4.0803204
Greece-1969;Greece;GRC;1969;5.802621
Greece-1970;Greece;GRC;1970;6.6985598
Greece-1971;Greece;GRC;1971;5.6566277
Greece-1972;Greece;GRC;1972;5.0900455
Greece-1973;Greece;GRC;1973;3.6736455
Greece-1974;Greece;GRC;1974;3.9671507
Greece-1975;Greece;GRC;1975;3.004863
Greece-1976;Greece;GRC;1976;2.5362146
Greece-1977;Greece;GRC;1977;2.501576
Greece-1978;Greece;GRC;1978;3.8218632
Greece-1979;Greece;GRC;1979;5.1934614
Greece-1980;Greece;GRC;1980;5.006544
Greece-1981;Greece;GRC;1981;5.126492
Greece-1982;Greece;GRC;1982;5.2865105
Greece-1983;Greece;GRC;1983;3.454517
Greece-1984;Greece;GRC;1984;4.0465713
Greece-1985;Greece;GRC;1985;3.7546213
Greece-1986;Greece;GRC;1986;4.3210115
Greece-1987;Greece;GRC;1987;3.396962
Greece-1988;Greece;GRC;1988;2.7383277
Greece-1989;Greece;GRC;1989;2.0288122
Greece-1990;Greece;GRC;1990;1.8226951
Greece-1991;Greece;GRC;1991;3.1458604
Greece-1992;Greece;GRC;1992;2.2052267
Greece-1993;Greece;GRC;1993;2.2926176
Greece-1994;Greece;GRC;1994;2.5512795
Greece-1995;Greece;GRC;1995;3.3267503
Greece-1996;Greece;GRC;1996;3.991272
Greece-1997;Greece;GRC;1997;3.4691076
Greece-1998;Greece;GRC;1998;3.1588402
Greece-1999;Greece;GRC;1999;3.964062
Greece-2000;Greece;GRC;2000;3.2847326
Greece-2001;Greece;GRC;2001;2.296041
Greece-2002;Greece;GRC;2002;2.7831922
Greece-2003;Greece;GRC;2003;4.297642
Greece-2004;Greece;GRC;2004;4.291226
Greece-2005;Greece;GRC;2005;4.6003256
Greece-2006;Greece;GRC;2006;5.32195
Greece-2007;Greece;GRC;2007;3.1136858
Greece-2008;Greece;GRC;2008;3.9871402
Greece-2009;Greece;GRC;2009;5.8433247
Greece-2010;Greece;GRC;2010;7.824593
Greece-2011;Greece;GRC;2011;6.159234
Greece-2012;Greece;GRC;2012;8.102894
Greece-2013;Greece;GRC;2013;12.095451
Greece-2014;Greece;GRC;2014;10.859847
Greece-2015;Greece;GRC;2015;13.008345
Greece-2016;Greece;GRC;2016;13.225245
Greece-2017;Greece;GRC;2017;14.015645
Greece-2018;Greece;GRC;2018;13.455227
Greece-2019;Greece;GRC;2019;13.694194
Greece-2020;Greece;GRC;2020;16.707697
Greece-2021;Greece;GRC;2021;19.391674
