id;Entity;Code;Year;Share_solar
Africa-1971;Africa;;1971;0
Africa-1972;Africa;;1972;0
Africa-1973;Africa;;1973;0
Africa-1974;Africa;;1974;0
Africa-1975;Africa;;1975;0
Africa-1976;Africa;;1976;0
Africa-1977;Africa;;1977;0
Africa-1978;Africa;;1978;0
Africa-1979;Africa;;1979;0
Africa-1980;Africa;;1980;0
Africa-1981;Africa;;1981;0
Africa-1982;Africa;;1982;0
Africa-1983;Africa;;1983;0
Africa-1984;Africa;;1984;0
Africa-1985;Africa;;1985;0
Africa-1986;Africa;;1986;0
Africa-1987;Africa;;1987;0
Africa-1988;Africa;;1988;0
Africa-1989;Africa;;1989;0
Africa-1990;Africa;;1990;0
Africa-1991;Africa;;1991;0
Africa-1992;Africa;;1992;0
Africa-1993;Africa;;1993;0
Africa-1994;Africa;;1994;0
Africa-1995;Africa;;1995;0
Africa-1996;Africa;;1996;0
Africa-1997;Africa;;1997;0
Africa-1998;Africa;;1998;0
Africa-1999;Africa;;1999;0
Africa-2000;Africa;;2000;0.0011007969
Africa-2001;Africa;;2001;0.001324146
Africa-2002;Africa;;2002;0.0014531702
Africa-2003;Africa;;2003;0.0016437006
Africa-2004;Africa;;2004;0.0018682962
Africa-2005;Africa;;2005;0.002214702
Africa-2006;Africa;;2006;0.0027837367
Africa-2007;Africa;;2007;0.0035508324
Africa-2008;Africa;;2008;0.004789645
Africa-2009;Africa;;2009;0.006178744
Africa-2010;Africa;;2010;0.013429861
Africa-2011;Africa;;2011;0.03689415
Africa-2012;Africa;;2012;0.05823969
Africa-2013;Africa;;2013;0.044672735
Africa-2014;Africa;;2014;0.10449535
Africa-2015;Africa;;2015;0.1736639
Africa-2016;Africa;;2016;0.2779333
Africa-2017;Africa;;2017;0.3892137
Africa-2018;Africa;;2018;0.48900396
Africa-2019;Africa;;2019;0.6120093
Africa-2020;Africa;;2020;0.8039458
Africa-2021;Africa;;2021;0.77807826
Africa (BP)-1971;Africa (BP);;1971;0
Africa (BP)-1972;Africa (BP);;1972;0
Africa (BP)-1973;Africa (BP);;1973;0
Africa (BP)-1974;Africa (BP);;1974;0
Africa (BP)-1975;Africa (BP);;1975;0
Africa (BP)-1976;Africa (BP);;1976;0
Africa (BP)-1977;Africa (BP);;1977;0
Africa (BP)-1978;Africa (BP);;1978;0
Africa (BP)-1979;Africa (BP);;1979;0
Africa (BP)-1980;Africa (BP);;1980;0
Africa (BP)-1981;Africa (BP);;1981;0
Africa (BP)-1982;Africa (BP);;1982;0
Africa (BP)-1983;Africa (BP);;1983;0
Africa (BP)-1984;Africa (BP);;1984;0
Africa (BP)-1985;Africa (BP);;1985;0
Africa (BP)-1986;Africa (BP);;1986;0
Africa (BP)-1987;Africa (BP);;1987;0
Africa (BP)-1988;Africa (BP);;1988;0
Africa (BP)-1989;Africa (BP);;1989;0
Africa (BP)-1990;Africa (BP);;1990;0
Africa (BP)-1991;Africa (BP);;1991;0
Africa (BP)-1992;Africa (BP);;1992;0
Africa (BP)-1993;Africa (BP);;1993;0
Africa (BP)-1994;Africa (BP);;1994;0
Africa (BP)-1995;Africa (BP);;1995;0
Africa (BP)-1996;Africa (BP);;1996;0
Africa (BP)-1997;Africa (BP);;1997;0
Africa (BP)-1998;Africa (BP);;1998;0
Africa (BP)-1999;Africa (BP);;1999;0
Africa (BP)-2000;Africa (BP);;2000;0.0011006584
Africa (BP)-2001;Africa (BP);;2001;0.0013239534
Africa (BP)-2002;Africa (BP);;2002;0.0014529313
Africa (BP)-2003;Africa (BP);;2003;0.0016441405
Africa (BP)-2004;Africa (BP);;2004;0.0018683693
Africa (BP)-2005;Africa (BP);;2005;0.002214768
Africa (BP)-2006;Africa (BP);;2006;0.0027840806
Africa (BP)-2007;Africa (BP);;2007;0.003550922
Africa (BP)-2008;Africa (BP);;2008;0.004789489
Africa (BP)-2009;Africa (BP);;2009;0.006178827
Africa (BP)-2010;Africa (BP);;2010;0.013430021
Africa (BP)-2011;Africa (BP);;2011;0.03689417
Africa (BP)-2012;Africa (BP);;2012;0.0582397
Africa (BP)-2013;Africa (BP);;2013;0.04467274
Africa (BP)-2014;Africa (BP);;2014;0.10449534
Africa (BP)-2015;Africa (BP);;2015;0.17366369
Africa (BP)-2016;Africa (BP);;2016;0.27793333
Africa (BP)-2017;Africa (BP);;2017;0.3892137
Africa (BP)-2018;Africa (BP);;2018;0.4890039
Africa (BP)-2019;Africa (BP);;2019;0.6120092
Africa (BP)-2020;Africa (BP);;2020;0.8039458
Africa (BP)-2021;Africa (BP);;2021;0.77807826
Algeria-1965;Algeria;DZA;1965;0
Algeria-1966;Algeria;DZA;1966;0
Algeria-1967;Algeria;DZA;1967;0
Algeria-1968;Algeria;DZA;1968;0
Algeria-1969;Algeria;DZA;1969;0
Algeria-1970;Algeria;DZA;1970;0
Algeria-1971;Algeria;DZA;1971;0
Algeria-1972;Algeria;DZA;1972;0
Algeria-1973;Algeria;DZA;1973;0
Algeria-1974;Algeria;DZA;1974;0
Algeria-1975;Algeria;DZA;1975;0
Algeria-1976;Algeria;DZA;1976;0
Algeria-1977;Algeria;DZA;1977;0
Algeria-1978;Algeria;DZA;1978;0
Algeria-1979;Algeria;DZA;1979;0
Algeria-1980;Algeria;DZA;1980;0
Algeria-1981;Algeria;DZA;1981;0
Algeria-1982;Algeria;DZA;1982;0
Algeria-1983;Algeria;DZA;1983;0
Algeria-1984;Algeria;DZA;1984;0
Algeria-1985;Algeria;DZA;1985;0
Algeria-1986;Algeria;DZA;1986;0
Algeria-1987;Algeria;DZA;1987;0
Algeria-1988;Algeria;DZA;1988;0
Algeria-1989;Algeria;DZA;1989;0
Algeria-1990;Algeria;DZA;1990;0
Algeria-1991;Algeria;DZA;1991;0
Algeria-1992;Algeria;DZA;1992;0
Algeria-1993;Algeria;DZA;1993;0
Algeria-1994;Algeria;DZA;1994;0
Algeria-1995;Algeria;DZA;1995;0
Algeria-1996;Algeria;DZA;1996;0
Algeria-1997;Algeria;DZA;1997;0
Algeria-1998;Algeria;DZA;1998;0
Algeria-1999;Algeria;DZA;1999;0
Algeria-2000;Algeria;DZA;2000;0
Algeria-2001;Algeria;DZA;2001;0
Algeria-2002;Algeria;DZA;2002;0
Algeria-2003;Algeria;DZA;2003;0
Algeria-2004;Algeria;DZA;2004;0
Algeria-2005;Algeria;DZA;2005;0
Algeria-2006;Algeria;DZA;2006;0
Algeria-2007;Algeria;DZA;2007;0
Algeria-2008;Algeria;DZA;2008;0
Algeria-2009;Algeria;DZA;2009;0
Algeria-2010;Algeria;DZA;2010;0.0057517756
Algeria-2011;Algeria;DZA;2011;0.010760946
Algeria-2012;Algeria;DZA;2012;0.014433099
Algeria-2013;Algeria;DZA;2013;0.014515886
Algeria-2014;Algeria;DZA;2014;0.027756516
Algeria-2015;Algeria;DZA;2015;0.025293589
Algeria-2016;Algeria;DZA;2016;0.106301226
Algeria-2017;Algeria;DZA;2017;0.21502112
Algeria-2018;Algeria;DZA;2018;0.23763257
Algeria-2019;Algeria;DZA;2019;0.23329379
Algeria-2020;Algeria;DZA;2020;0.27490386
Algeria-2021;Algeria;DZA;2021;0.2537999
Argentina-1965;Argentina;ARG;1965;0
Argentina-1966;Argentina;ARG;1966;0
Argentina-1967;Argentina;ARG;1967;0
Argentina-1968;Argentina;ARG;1968;0
Argentina-1969;Argentina;ARG;1969;0
Argentina-1970;Argentina;ARG;1970;0
Argentina-1971;Argentina;ARG;1971;0
Argentina-1972;Argentina;ARG;1972;0
Argentina-1973;Argentina;ARG;1973;0
Argentina-1974;Argentina;ARG;1974;0
Argentina-1975;Argentina;ARG;1975;0
Argentina-1976;Argentina;ARG;1976;0
Argentina-1977;Argentina;ARG;1977;0
Argentina-1978;Argentina;ARG;1978;0
Argentina-1979;Argentina;ARG;1979;0
Argentina-1980;Argentina;ARG;1980;0
Argentina-1981;Argentina;ARG;1981;0
Argentina-1982;Argentina;ARG;1982;0
Argentina-1983;Argentina;ARG;1983;0
Argentina-1984;Argentina;ARG;1984;0
Argentina-1985;Argentina;ARG;1985;0
Argentina-1986;Argentina;ARG;1986;0
Argentina-1987;Argentina;ARG;1987;0
Argentina-1988;Argentina;ARG;1988;0
Argentina-1989;Argentina;ARG;1989;0
Argentina-1990;Argentina;ARG;1990;0
Argentina-1991;Argentina;ARG;1991;0
Argentina-1992;Argentina;ARG;1992;0
Argentina-1993;Argentina;ARG;1993;0
Argentina-1994;Argentina;ARG;1994;0
Argentina-1995;Argentina;ARG;1995;0
Argentina-1996;Argentina;ARG;1996;0
Argentina-1997;Argentina;ARG;1997;0
Argentina-1998;Argentina;ARG;1998;0.0000073034457
Argentina-1999;Argentina;ARG;1999;0.000011056523
Argentina-2000;Argentina;ARG;2000;0.000015225888
Argentina-2001;Argentina;ARG;2001;0.00001851931
Argentina-2002;Argentina;ARG;2002;0.000020968526
Argentina-2003;Argentina;ARG;2003;0.000026889687
Argentina-2004;Argentina;ARG;2004;0.00002707599
Argentina-2005;Argentina;ARG;2005;0.000029337736
Argentina-2006;Argentina;ARG;2006;0.000030835607
Argentina-2007;Argentina;ARG;2007;0.000035572175
Argentina-2008;Argentina;ARG;2008;0.000045872686
Argentina-2009;Argentina;ARG;2009;0.000024896292
Argentina-2010;Argentina;ARG;2010;0.000026933396
Argentina-2011;Argentina;ARG;2011;0.00048874883
Argentina-2012;Argentina;ARG;2012;0.0023722528
Argentina-2013;Argentina;ARG;2013;0.0041799652
Argentina-2014;Argentina;ARG;2014;0.004408179
Argentina-2015;Argentina;ARG;2015;0.003967834
Argentina-2016;Argentina;ARG;2016;0.0038529567
Argentina-2017;Argentina;ARG;2017;0.0044105537
Argentina-2018;Argentina;ARG;2018;0.029088747
Argentina-2019;Argentina;ARG;2019;0.2264681
Argentina-2020;Argentina;ARG;2020;0.4008213
Argentina-2021;Argentina;ARG;2021;0.6025807
Asia-1965;Asia;;1965;0
Asia-1966;Asia;;1966;0
Asia-1967;Asia;;1967;0
Asia-1968;Asia;;1968;0
Asia-1969;Asia;;1969;0
Asia-1970;Asia;;1970;0
Asia-1971;Asia;;1971;0
Asia-1972;Asia;;1972;0
Asia-1973;Asia;;1973;0
Asia-1974;Asia;;1974;0
Asia-1975;Asia;;1975;0
Asia-1976;Asia;;1976;0
Asia-1977;Asia;;1977;0
Asia-1978;Asia;;1978;0
Asia-1979;Asia;;1979;0
Asia-1980;Asia;;1980;0
Asia-1981;Asia;;1981;0
Asia-1982;Asia;;1982;0
Asia-1983;Asia;;1983;0
Asia-1984;Asia;;1984;0
Asia-1985;Asia;;1985;0
Asia-1986;Asia;;1986;0
Asia-1987;Asia;;1987;0
Asia-1988;Asia;;1988;0
Asia-1989;Asia;;1989;0
Asia-1990;Asia;;1990;0.00004593241
Asia-1991;Asia;;1991;0.000044203825
Asia-1992;Asia;;1992;0.00016420474
Asia-1993;Asia;;1993;0.00028991868
Asia-1994;Asia;;1994;0.00034817727
Asia-1995;Asia;;1995;0.0004588304
Asia-1996;Asia;;1996;0.0006440578
Asia-1997;Asia;;1997;0.0010038152
Asia-1998;Asia;;1998;0.0014409502
Asia-1999;Asia;;1999;0.0020489902
Asia-2000;Asia;;2000;0.0030634506
Asia-2001;Asia;;2001;0.0042728256
Asia-2002;Asia;;2002;0.005622545
Asia-2003;Asia;;2003;0.0070804306
Asia-2004;Asia;;2004;0.0084752785
Asia-2005;Asia;;2005;0.009968586
Asia-2006;Asia;;2006;0.011619605
Asia-2007;Asia;;2007;0.013044782
Asia-2008;Asia;;2008;0.015216951
Asia-2009;Asia;;2009;0.019108338
Asia-2010;Asia;;2010;0.025318196
Asia-2011;Asia;;2011;0.0422169
Asia-2012;Asia;;2012;0.060982265
Asia-2013;Asia;;2013;0.11088627
Asia-2014;Asia;;2014;0.21736026
Asia-2015;Asia;;2015;0.32667458
Asia-2016;Asia;;2016;0.479574
Asia-2017;Asia;;2017;0.72763324
Asia-2018;Asia;;2018;0.995416
Asia-2019;Asia;;2019;1.2206252
Asia-2020;Asia;;2020;1.4705601
Asia-2021;Asia;;2021;1.7145219
Asia Pacific (BP)-1965;Asia Pacific (BP);;1965;0
Asia Pacific (BP)-1966;Asia Pacific (BP);;1966;0
Asia Pacific (BP)-1967;Asia Pacific (BP);;1967;0
Asia Pacific (BP)-1968;Asia Pacific (BP);;1968;0
Asia Pacific (BP)-1969;Asia Pacific (BP);;1969;0
Asia Pacific (BP)-1970;Asia Pacific (BP);;1970;0
Asia Pacific (BP)-1971;Asia Pacific (BP);;1971;0
Asia Pacific (BP)-1972;Asia Pacific (BP);;1972;0
Asia Pacific (BP)-1973;Asia Pacific (BP);;1973;0
Asia Pacific (BP)-1974;Asia Pacific (BP);;1974;0
Asia Pacific (BP)-1975;Asia Pacific (BP);;1975;0
Asia Pacific (BP)-1976;Asia Pacific (BP);;1976;0
Asia Pacific (BP)-1977;Asia Pacific (BP);;1977;0
Asia Pacific (BP)-1978;Asia Pacific (BP);;1978;0
Asia Pacific (BP)-1979;Asia Pacific (BP);;1979;0
Asia Pacific (BP)-1980;Asia Pacific (BP);;1980;0
Asia Pacific (BP)-1981;Asia Pacific (BP);;1981;0
Asia Pacific (BP)-1982;Asia Pacific (BP);;1982;0
Asia Pacific (BP)-1983;Asia Pacific (BP);;1983;0
Asia Pacific (BP)-1984;Asia Pacific (BP);;1984;0
Asia Pacific (BP)-1985;Asia Pacific (BP);;1985;0
Asia Pacific (BP)-1986;Asia Pacific (BP);;1986;0
Asia Pacific (BP)-1987;Asia Pacific (BP);;1987;0
Asia Pacific (BP)-1988;Asia Pacific (BP);;1988;0
Asia Pacific (BP)-1989;Asia Pacific (BP);;1989;0
Asia Pacific (BP)-1990;Asia Pacific (BP);;1990;0.0000559153
Asia Pacific (BP)-1991;Asia Pacific (BP);;1991;0.00012627768
Asia Pacific (BP)-1992;Asia Pacific (BP);;1992;0.00035249308
Asia Pacific (BP)-1993;Asia Pacific (BP);;1993;0.00052286196
Asia Pacific (BP)-1994;Asia Pacific (BP);;1994;0.00061447057
Asia Pacific (BP)-1995;Asia Pacific (BP);;1995;0.0007730689
Asia Pacific (BP)-1996;Asia Pacific (BP);;1996;0.0010254786
Asia Pacific (BP)-1997;Asia Pacific (BP);;1997;0.0014900826
Asia Pacific (BP)-1998;Asia Pacific (BP);;1998;0.002060296
Asia Pacific (BP)-1999;Asia Pacific (BP);;1999;0.0028027475
Asia Pacific (BP)-2000;Asia Pacific (BP);;2000;0.0040397956
Asia Pacific (BP)-2001;Asia Pacific (BP);;2001;0.0055178874
Asia Pacific (BP)-2002;Asia Pacific (BP);;2002;0.0071229604
Asia Pacific (BP)-2003;Asia Pacific (BP);;2003;0.008801314
Asia Pacific (BP)-2004;Asia Pacific (BP);;2004;0.010437654
Asia Pacific (BP)-2005;Asia Pacific (BP);;2005;0.0121816145
Asia Pacific (BP)-2006;Asia Pacific (BP);;2006;0.014139537
Asia Pacific (BP)-2007;Asia Pacific (BP);;2007;0.015869422
Asia Pacific (BP)-2008;Asia Pacific (BP);;2008;0.018573763
Asia Pacific (BP)-2009;Asia Pacific (BP);;2009;0.02375475
Asia Pacific (BP)-2010;Asia Pacific (BP);;2010;0.03409765
Asia Pacific (BP)-2011;Asia Pacific (BP);;2011;0.058170594
Asia Pacific (BP)-2012;Asia Pacific (BP);;2012;0.08074573
Asia Pacific (BP)-2013;Asia Pacific (BP);;2013;0.14410746
Asia Pacific (BP)-2014;Asia Pacific (BP);;2014;0.27100244
Asia Pacific (BP)-2015;Asia Pacific (BP);;2015;0.40203193
Asia Pacific (BP)-2016;Asia Pacific (BP);;2016;0.5800181
Asia Pacific (BP)-2017;Asia Pacific (BP);;2017;0.86708546
Asia Pacific (BP)-2018;Asia Pacific (BP);;2018;1.1667352
Asia Pacific (BP)-2019;Asia Pacific (BP);;2019;1.427039
Asia Pacific (BP)-2020;Asia Pacific (BP);;2020;1.7189497
Asia Pacific (BP)-2021;Asia Pacific (BP);;2021;2.0105531
Australia-1965;Australia;AUS;1965;0
Australia-1966;Australia;AUS;1966;0
Australia-1967;Australia;AUS;1967;0
Australia-1968;Australia;AUS;1968;0
Australia-1969;Australia;AUS;1969;0
Australia-1970;Australia;AUS;1970;0
Australia-1971;Australia;AUS;1971;0
Australia-1972;Australia;AUS;1972;0
Australia-1973;Australia;AUS;1973;0
Australia-1974;Australia;AUS;1974;0
Australia-1975;Australia;AUS;1975;0
Australia-1976;Australia;AUS;1976;0
Australia-1977;Australia;AUS;1977;0
Australia-1978;Australia;AUS;1978;0
Australia-1979;Australia;AUS;1979;0
Australia-1980;Australia;AUS;1980;0
Australia-1981;Australia;AUS;1981;0
Australia-1982;Australia;AUS;1982;0
Australia-1983;Australia;AUS;1983;0
Australia-1984;Australia;AUS;1984;0
Australia-1985;Australia;AUS;1985;0
Australia-1986;Australia;AUS;1986;0
Australia-1987;Australia;AUS;1987;0
Australia-1988;Australia;AUS;1988;0
Australia-1989;Australia;AUS;1989;0
Australia-1990;Australia;AUS;1990;0
Australia-1991;Australia;AUS;1991;0.0015713469
Australia-1992;Australia;AUS;1992;0.0034331074
Australia-1993;Australia;AUS;1993;0.004057215
Australia-1994;Australia;AUS;1994;0.004654296
Australia-1995;Australia;AUS;1995;0.0054180315
Australia-1996;Australia;AUS;1996;0.0063712257
Australia-1997;Australia;AUS;1997;0.0074453754
Australia-1998;Australia;AUS;1998;0.008446305
Australia-1999;Australia;AUS;1999;0.009253798
Australia-2000;Australia;AUS;2000;0.010590934
Australia-2001;Australia;AUS;2001;0.012093879
Australia-2002;Australia;AUS;2002;0.0126825925
Australia-2003;Australia;AUS;2003;0.013468503
Australia-2004;Australia;AUS;2004;0.014967943
Australia-2005;Australia;AUS;2005;0.017064556
Australia-2006;Australia;AUS;2006;0.01886183
Australia-2007;Australia;AUS;2007;0.021354998
Australia-2008;Australia;AUS;2008;0.02553688
Australia-2009;Australia;AUS;2009;0.053695828
Australia-2010;Australia;AUS;2010;0.17984296
Australia-2011;Australia;AUS;2011;0.36254582
Australia-2012;Australia;AUS;2012;0.43144733
Australia-2013;Australia;AUS;2013;0.67549014
Australia-2014;Australia;AUS;2014;0.8583198
Australia-2015;Australia;AUS;2015;1.0430601
Australia-2016;Australia;AUS;2016;1.240174
Australia-2017;Australia;AUS;2017;1.4830128
Australia-2018;Australia;AUS;2018;2.0125694
Australia-2019;Australia;AUS;2019;2.8727212
Australia-2020;Australia;AUS;2020;3.9293382
Australia-2021;Australia;AUS;2021;5.1371794
Austria-1965;Austria;AUT;1965;0
Austria-1966;Austria;AUT;1966;0
Austria-1967;Austria;AUT;1967;0
Austria-1968;Austria;AUT;1968;0
Austria-1969;Austria;AUT;1969;0
Austria-1970;Austria;AUT;1970;0
Austria-1971;Austria;AUT;1971;0
Austria-1972;Austria;AUT;1972;0
Austria-1973;Austria;AUT;1973;0
Austria-1974;Austria;AUT;1974;0
Austria-1975;Austria;AUT;1975;0
Austria-1976;Austria;AUT;1976;0
Austria-1977;Austria;AUT;1977;0
Austria-1978;Austria;AUT;1978;0
Austria-1979;Austria;AUT;1979;0
Austria-1980;Austria;AUT;1980;0
Austria-1981;Austria;AUT;1981;0
Austria-1982;Austria;AUT;1982;0
Austria-1983;Austria;AUT;1983;0
Austria-1984;Austria;AUT;1984;0
Austria-1985;Austria;AUT;1985;0
Austria-1986;Austria;AUT;1986;0
Austria-1987;Austria;AUT;1987;0
Austria-1988;Austria;AUT;1988;0
Austria-1989;Austria;AUT;1989;0
Austria-1990;Austria;AUT;1990;0
Austria-1991;Austria;AUT;1991;0
Austria-1992;Austria;AUT;1992;0
Austria-1993;Austria;AUT;1993;0.0008361936
Austria-1994;Austria;AUT;1994;0.00084134325
Austria-1995;Austria;AUT;1995;0.00080223364
Austria-1996;Austria;AUT;1996;0.00080120005
Austria-1997;Austria;AUT;1997;0.0015766482
Austria-1998;Austria;AUT;1998;0.0015517782
Austria-1999;Austria;AUT;1999;0.0015173523
Austria-2000;Austria;AUT;2000;0.0022638105
Austria-2001;Austria;AUT;2001;0.003624952
Austria-2002;Austria;AUT;2002;0.0064722486
Austria-2003;Austria;AUT;2003;0.010603667
Austria-2004;Austria;AUT;2004;0.012412875
Austria-2005;Austria;AUT;2005;0.014155443
Austria-2006;Austria;AUT;2006;0.015140214
Austria-2007;Austria;AUT;2007;0.016642988
Austria-2008;Austria;AUT;2008;0.020161616
Austria-2009;Austria;AUT;2009;0.03358211
Austria-2010;Austria;AUT;2010;0.058682047
Austria-2011;Austria;AUT;2011;0.12207817
Austria-2012;Austria;AUT;2012;0.22344941
Austria-2013;Austria;AUT;2013;0.41479012
Austria-2014;Austria;AUT;2014;0.53879297
Austria-2015;Austria;AUT;2015;0.6384205
Austria-2016;Austria;AUT;2016;0.71822053
Austria-2017;Austria;AUT;2017;0.8086372
Austria-2018;Austria;AUT;2018;0.943997
Austria-2019;Austria;AUT;2019;1.0477524
Austria-2020;Austria;AUT;2020;1.3402594
Austria-2021;Austria;AUT;2021;1.3500032
Azerbaijan-1990;Azerbaijan;AZE;1990;0
Azerbaijan-1991;Azerbaijan;AZE;1991;0
Azerbaijan-1992;Azerbaijan;AZE;1992;0
Azerbaijan-1993;Azerbaijan;AZE;1993;0
Azerbaijan-1994;Azerbaijan;AZE;1994;0
Azerbaijan-1995;Azerbaijan;AZE;1995;0
Azerbaijan-1996;Azerbaijan;AZE;1996;0
Azerbaijan-1997;Azerbaijan;AZE;1997;0
Azerbaijan-1998;Azerbaijan;AZE;1998;0
Azerbaijan-1999;Azerbaijan;AZE;1999;0
Azerbaijan-2000;Azerbaijan;AZE;2000;0
Azerbaijan-2001;Azerbaijan;AZE;2001;0
Azerbaijan-2002;Azerbaijan;AZE;2002;0
Azerbaijan-2003;Azerbaijan;AZE;2003;0
Azerbaijan-2004;Azerbaijan;AZE;2004;0
Azerbaijan-2005;Azerbaijan;AZE;2005;0
Azerbaijan-2006;Azerbaijan;AZE;2006;0
Azerbaijan-2007;Azerbaijan;AZE;2007;0
Azerbaijan-2008;Azerbaijan;AZE;2008;0
Azerbaijan-2009;Azerbaijan;AZE;2009;0
Azerbaijan-2010;Azerbaijan;AZE;2010;0
Azerbaijan-2011;Azerbaijan;AZE;2011;0
Azerbaijan-2012;Azerbaijan;AZE;2012;0
Azerbaijan-2013;Azerbaijan;AZE;2013;0.001417802
Azerbaijan-2014;Azerbaijan;AZE;2014;0.0050175292
Azerbaijan-2015;Azerbaijan;AZE;2015;0.0072310963
Azerbaijan-2016;Azerbaijan;AZE;2016;0.05567471
Azerbaijan-2017;Azerbaijan;AZE;2017;0.059466675
Azerbaijan-2018;Azerbaijan;AZE;2018;0.060636796
Azerbaijan-2019;Azerbaijan;AZE;2019;0.06449285
Azerbaijan-2020;Azerbaijan;AZE;2020;0.06958649
Azerbaijan-2021;Azerbaijan;AZE;2021;0.07882303
Bangladesh-1971;Bangladesh;BGD;1971;0
Bangladesh-1972;Bangladesh;BGD;1972;0
Bangladesh-1973;Bangladesh;BGD;1973;0
Bangladesh-1974;Bangladesh;BGD;1974;0
Bangladesh-1975;Bangladesh;BGD;1975;0
Bangladesh-1976;Bangladesh;BGD;1976;0
Bangladesh-1977;Bangladesh;BGD;1977;0
Bangladesh-1978;Bangladesh;BGD;1978;0
Bangladesh-1979;Bangladesh;BGD;1979;0
Bangladesh-1980;Bangladesh;BGD;1980;0
Bangladesh-1981;Bangladesh;BGD;1981;0
Bangladesh-1982;Bangladesh;BGD;1982;0
Bangladesh-1983;Bangladesh;BGD;1983;0
Bangladesh-1984;Bangladesh;BGD;1984;0
Bangladesh-1985;Bangladesh;BGD;1985;0
Bangladesh-1986;Bangladesh;BGD;1986;0
Bangladesh-1987;Bangladesh;BGD;1987;0
Bangladesh-1988;Bangladesh;BGD;1988;0
Bangladesh-1989;Bangladesh;BGD;1989;0
Bangladesh-1990;Bangladesh;BGD;1990;0
Bangladesh-1991;Bangladesh;BGD;1991;0
Bangladesh-1992;Bangladesh;BGD;1992;0
Bangladesh-1993;Bangladesh;BGD;1993;0
Bangladesh-1994;Bangladesh;BGD;1994;0
Bangladesh-1995;Bangladesh;BGD;1995;0
Bangladesh-1996;Bangladesh;BGD;1996;0
Bangladesh-1997;Bangladesh;BGD;1997;0
Bangladesh-1998;Bangladesh;BGD;1998;0
Bangladesh-1999;Bangladesh;BGD;1999;0
Bangladesh-2000;Bangladesh;BGD;2000;0
Bangladesh-2001;Bangladesh;BGD;2001;0
Bangladesh-2002;Bangladesh;BGD;2002;0.00018171086
Bangladesh-2003;Bangladesh;BGD;2003;0.0015348764
Bangladesh-2004;Bangladesh;BGD;2004;0.0031098444
Bangladesh-2005;Bangladesh;BGD;2005;0.005123462
Bangladesh-2006;Bangladesh;BGD;2006;0.007471661
Bangladesh-2007;Bangladesh;BGD;2007;0.012092078
Bangladesh-2008;Bangladesh;BGD;2008;0.019183535
Bangladesh-2009;Bangladesh;BGD;2009;0.028650079
Bangladesh-2010;Bangladesh;BGD;2010;0.049077056
Bangladesh-2011;Bangladesh;BGD;2011;0.059171308
Bangladesh-2012;Bangladesh;BGD;2012;0.08551355
Bangladesh-2013;Bangladesh;BGD;2013;0.11757772
Bangladesh-2014;Bangladesh;BGD;2014;0.14468744
Bangladesh-2015;Bangladesh;BGD;2015;0.146962
Bangladesh-2016;Bangladesh;BGD;2016;0.15931898
Bangladesh-2017;Bangladesh;BGD;2017;0.17552204
Bangladesh-2018;Bangladesh;BGD;2018;0.17885798
Bangladesh-2019;Bangladesh;BGD;2019;0.1907694
Bangladesh-2020;Bangladesh;BGD;2020;0.23347098
Bangladesh-2021;Bangladesh;BGD;2021;0.25673142
Belarus-1990;Belarus;BLR;1990;0
Belarus-1991;Belarus;BLR;1991;0
Belarus-1992;Belarus;BLR;1992;0
Belarus-1993;Belarus;BLR;1993;0
Belarus-1994;Belarus;BLR;1994;0
Belarus-1995;Belarus;BLR;1995;0
Belarus-1996;Belarus;BLR;1996;0
Belarus-1997;Belarus;BLR;1997;0
Belarus-1998;Belarus;BLR;1998;0
Belarus-1999;Belarus;BLR;1999;0
Belarus-2000;Belarus;BLR;2000;0
Belarus-2001;Belarus;BLR;2001;0
Belarus-2002;Belarus;BLR;2002;0
Belarus-2003;Belarus;BLR;2003;0
Belarus-2004;Belarus;BLR;2004;0
Belarus-2005;Belarus;BLR;2005;0
Belarus-2006;Belarus;BLR;2006;0
Belarus-2007;Belarus;BLR;2007;0
Belarus-2008;Belarus;BLR;2008;0
Belarus-2009;Belarus;BLR;2009;0
Belarus-2010;Belarus;BLR;2010;0
Belarus-2011;Belarus;BLR;2011;0
Belarus-2012;Belarus;BLR;2012;0
Belarus-2013;Belarus;BLR;2013;0.000369337
Belarus-2014;Belarus;BLR;2014;0.0018365068
Belarus-2015;Belarus;BLR;2015;0.009081369
Belarus-2016;Belarus;BLR;2016;0.025510399
Belarus-2017;Belarus;BLR;2017;0.085239775
Belarus-2018;Belarus;BLR;2018;0.101608805
Belarus-2019;Belarus;BLR;2019;0.1527846
Belarus-2020;Belarus;BLR;2020;0.15568201
Belarus-2021;Belarus;BLR;2021;0.24279413
Belgium-1965;Belgium;BEL;1965;0
Belgium-1966;Belgium;BEL;1966;0
Belgium-1967;Belgium;BEL;1967;0
Belgium-1968;Belgium;BEL;1968;0
Belgium-1969;Belgium;BEL;1969;0
Belgium-1970;Belgium;BEL;1970;0
Belgium-1971;Belgium;BEL;1971;0
Belgium-1972;Belgium;BEL;1972;0
Belgium-1973;Belgium;BEL;1973;0
Belgium-1974;Belgium;BEL;1974;0
Belgium-1975;Belgium;BEL;1975;0
Belgium-1976;Belgium;BEL;1976;0
Belgium-1977;Belgium;BEL;1977;0
Belgium-1978;Belgium;BEL;1978;0
Belgium-1979;Belgium;BEL;1979;0
