id;Entity;Code;Year;Hydro
Africa-1965;Africa;;1965;5.7474947
Africa-1966;Africa;;1966;6.122062
Africa-1967;Africa;;1967;6.325731
Africa-1968;Africa;;1968;7.005293
Africa-1969;Africa;;1969;7.9560876
Africa-1970;Africa;;1970;9.16206
Africa-1971;Africa;;1971;8.076341
Africa-1972;Africa;;1972;8.695498
Africa-1973;Africa;;1973;8.492557
Africa-1974;Africa;;1974;9.219236
Africa-1975;Africa;;1975;9.193146
Africa-1976;Africa;;1976;9.3716345
Africa-1977;Africa;;1977;9.759941
Africa-1978;Africa;;1978;9.476601
Africa-1979;Africa;;1979;9.31017
Africa-1980;Africa;;1980;8.446964
Africa-1981;Africa;;1981;7.8228226
Africa-1982;Africa;;1982;7.3409333
Africa-1983;Africa;;1983;6.421346
Africa-1984;Africa;;1984;6.124618
Africa-1985;Africa;;1985;6.5416107
Africa-1986;Africa;;1986;6.6174736
Africa-1987;Africa;;1987;6.1510053
Africa-1988;Africa;;1988;6.2762327
Africa-1989;Africa;;1989;6.575383
Africa-1990;Africa;;1990;6.4756594
Africa-1991;Africa;;1991;6.8665357
Africa-1992;Africa;;1992;6.454692
Africa-1993;Africa;;1993;6.311711
Africa-1994;Africa;;1994;6.1963334
Africa-1995;Africa;;1995;6.174329
Africa-1996;Africa;;1996;6.2783985
Africa-1997;Africa;;1997;6.3046694
Africa-1998;Africa;;1998;6.4815254
Africa-1999;Africa;;1999;6.6663065
Africa-2000;Africa;;2000;6.936677
Africa-2001;Africa;;2001;7.1568594
Africa-2002;Africa;;2002;7.35356
Africa-2003;Africa;;2003;6.7681456
Africa-2004;Africa;;2004;6.633235
Africa-2005;Africa;;2005;6.696118
Africa-2006;Africa;;2006;6.759675
Africa-2007;Africa;;2007;6.696656
Africa-2008;Africa;;2008;6.39227
Africa-2009;Africa;;2009;6.419966
Africa-2010;Africa;;2010;6.694661
Africa-2011;Africa;;2011;6.7864485
Africa-2012;Africa;;2012;6.525726
Africa-2013;Africa;;2013;6.6739335
Africa-2014;Africa;;2014;6.809334
Africa-2015;Africa;;2015;6.4173684
Africa-2016;Africa;;2016;6.06169
Africa-2017;Africa;;2017;6.3259087
Africa-2018;Africa;;2018;6.5469427
Africa-2019;Africa;;2019;6.617261
Africa-2020;Africa;;2020;7.327819
Africa-2021;Africa;;2021;7.227977
Africa (BP)-1965;Africa (BP);;1965;5.7474957
Africa (BP)-1966;Africa (BP);;1966;6.122062
Africa (BP)-1967;Africa (BP);;1967;6.325731
Africa (BP)-1968;Africa (BP);;1968;7.005293
Africa (BP)-1969;Africa (BP);;1969;7.9560876
Africa (BP)-1970;Africa (BP);;1970;9.162059
Africa (BP)-1971;Africa (BP);;1971;8.076341
Africa (BP)-1972;Africa (BP);;1972;8.695498
Africa (BP)-1973;Africa (BP);;1973;8.492558
Africa (BP)-1974;Africa (BP);;1974;9.219236
Africa (BP)-1975;Africa (BP);;1975;9.193146
Africa (BP)-1976;Africa (BP);;1976;9.371634
Africa (BP)-1977;Africa (BP);;1977;9.759941
Africa (BP)-1978;Africa (BP);;1978;9.476601
Africa (BP)-1979;Africa (BP);;1979;9.310171
Africa (BP)-1980;Africa (BP);;1980;8.446964
Africa (BP)-1981;Africa (BP);;1981;7.8228226
Africa (BP)-1982;Africa (BP);;1982;7.3409333
Africa (BP)-1983;Africa (BP);;1983;6.421346
Africa (BP)-1984;Africa (BP);;1984;6.124618
Africa (BP)-1985;Africa (BP);;1985;6.5416107
Africa (BP)-1986;Africa (BP);;1986;6.6174746
Africa (BP)-1987;Africa (BP);;1987;6.1510053
Africa (BP)-1988;Africa (BP);;1988;6.276232
Africa (BP)-1989;Africa (BP);;1989;6.5753827
Africa (BP)-1990;Africa (BP);;1990;6.4756594
Africa (BP)-1991;Africa (BP);;1991;6.866536
Africa (BP)-1992;Africa (BP);;1992;6.4546914
Africa (BP)-1993;Africa (BP);;1993;6.311711
Africa (BP)-1994;Africa (BP);;1994;6.1963334
Africa (BP)-1995;Africa (BP);;1995;6.174329
Africa (BP)-1996;Africa (BP);;1996;6.2783985
Africa (BP)-1997;Africa (BP);;1997;6.3046694
Africa (BP)-1998;Africa (BP);;1998;6.4815254
Africa (BP)-1999;Africa (BP);;1999;6.6663065
Africa (BP)-2000;Africa (BP);;2000;6.936677
Africa (BP)-2001;Africa (BP);;2001;7.1568594
Africa (BP)-2002;Africa (BP);;2002;7.353559
Africa (BP)-2003;Africa (BP);;2003;6.768146
Africa (BP)-2004;Africa (BP);;2004;6.633234
Africa (BP)-2005;Africa (BP);;2005;6.696118
Africa (BP)-2006;Africa (BP);;2006;6.759675
Africa (BP)-2007;Africa (BP);;2007;6.696656
Africa (BP)-2008;Africa (BP);;2008;6.39227
Africa (BP)-2009;Africa (BP);;2009;6.419967
Africa (BP)-2010;Africa (BP);;2010;6.694661
Africa (BP)-2011;Africa (BP);;2011;6.7864485
Africa (BP)-2012;Africa (BP);;2012;6.5257273
Africa (BP)-2013;Africa (BP);;2013;6.6739335
Africa (BP)-2014;Africa (BP);;2014;6.8093343
Africa (BP)-2015;Africa (BP);;2015;6.4173684
Africa (BP)-2016;Africa (BP);;2016;6.0616903
Africa (BP)-2017;Africa (BP);;2017;6.3259087
Africa (BP)-2018;Africa (BP);;2018;6.546942
Africa (BP)-2019;Africa (BP);;2019;6.617261
Africa (BP)-2020;Africa (BP);;2020;7.327819
Africa (BP)-2021;Africa (BP);;2021;7.227977
Algeria-1965;Algeria;DZA;1965;4.7630677
Algeria-1966;Algeria;DZA;1966;3.518747
Algeria-1967;Algeria;DZA;1967;4.2919536
Algeria-1968;Algeria;DZA;1968;5.4861946
Algeria-1969;Algeria;DZA;1969;3.1827636
Algeria-1970;Algeria;DZA;1970;4.6656837
Algeria-1971;Algeria;DZA;1971;2.4559188
Algeria-1972;Algeria;DZA;1972;3.2783434
Algeria-1973;Algeria;DZA;1973;4.175826
Algeria-1974;Algeria;DZA;1974;2.494738
Algeria-1975;Algeria;DZA;1975;1.3782818
Algeria-1976;Algeria;DZA;1976;1.4010223
Algeria-1977;Algeria;DZA;1977;0.88172823
Algeria-1978;Algeria;DZA;1978;0.6521151
Algeria-1979;Algeria;DZA;1979;0.5792936
Algeria-1980;Algeria;DZA;1980;0.4290016
Algeria-1981;Algeria;DZA;1981;0.5029403
Algeria-1982;Algeria;DZA;1982;0.57087004
Algeria-1983;Algeria;DZA;1983;0.25644946
Algeria-1984;Algeria;DZA;1984;0.51367354
Algeria-1985;Algeria;DZA;1985;0.72826535
Algeria-1986;Algeria;DZA;1986;0.26640448
Algeria-1987;Algeria;DZA;1987;0.5174273
Algeria-1988;Algeria;DZA;1988;0.17717436
Algeria-1989;Algeria;DZA;1989;0.22495823
Algeria-1990;Algeria;DZA;1990;0.1267387
Algeria-1991;Algeria;DZA;1991;0.277607
Algeria-1992;Algeria;DZA;1992;0.18375747
Algeria-1993;Algeria;DZA;1993;0.35028014
Algeria-1994;Algeria;DZA;1994;0.16257899
Algeria-1995;Algeria;DZA;1995;0.1822476
Algeria-1996;Algeria;DZA;1996;0.1288034
Algeria-1997;Algeria;DZA;1997;0.0744559
Algeria-1998;Algeria;DZA;1998;0.20617962
Algeria-1999;Algeria;DZA;1999;0.19274342
Algeria-2000;Algeria;DZA;2000;0.053235482
Algeria-2001;Algeria;DZA;2001;0.065218486
Algeria-2002;Algeria;DZA;2002;0.05167677
Algeria-2003;Algeria;DZA;2003;0.228104
Algeria-2004;Algeria;DZA;2004;0.2067869
Algeria-2005;Algeria;DZA;2005;0.43411878
Algeria-2006;Algeria;DZA;2006;0.16327195
Algeria-2007;Algeria;DZA;2007;0.15990457
Algeria-2008;Algeria;DZA;2008;0.1877543
Algeria-2009;Algeria;DZA;2009;0.21278548
Algeria-2010;Algeria;DZA;2010;0.1093806
Algeria-2011;Algeria;DZA;2011;0.22449896
Algeria-2012;Algeria;DZA;2012;0.21009885
Algeria-2013;Algeria;DZA;2013;0.050247308
Algeria-2014;Algeria;DZA;2014;0.089283474
Algeria-2015;Algeria;DZA;2015;0.06323396
Algeria-2016;Algeria;DZA;2016;0.031239543
Algeria-2017;Algeria;DZA;2017;0.023891231
Algeria-2018;Algeria;DZA;2018;0.046107795
Algeria-2019;Algeria;DZA;2019;0.0576596
Algeria-2020;Algeria;DZA;2020;0.01990544
Algeria-2021;Algeria;DZA;2021;0.0035544697
Argentina-1965;Argentina;ARG;1965;1.1027236
Argentina-1966;Argentina;ARG;1966;1.0818976
Argentina-1967;Argentina;ARG;1967;1.0765653
Argentina-1968;Argentina;ARG;1968;1.2273394
Argentina-1969;Argentina;ARG;1969;1.0651699
Argentina-1970;Argentina;ARG;1970;1.3026197
Argentina-1971;Argentina;ARG;1971;1.2200689
Argentina-1972;Argentina;ARG;1972;1.1710343
Argentina-1973;Argentina;ARG;1973;2.2354133
Argentina-1974;Argentina;ARG;1974;3.582565
Argentina-1975;Argentina;ARG;1975;3.811517
Argentina-1976;Argentina;ARG;1976;3.5083818
Argentina-1977;Argentina;ARG;1977;3.8629558
Argentina-1978;Argentina;ARG;1978;5.181485
Argentina-1979;Argentina;ARG;1979;6.6384325
Argentina-1980;Argentina;ARG;1980;9.48589
Argentina-1981;Argentina;ARG;1981;9.480881
Argentina-1982;Argentina;ARG;1982;11.150805
Argentina-1983;Argentina;ARG;1983;11.201724
Argentina-1984;Argentina;ARG;1984;12.057375
Argentina-1985;Argentina;ARG;1985;12.680017
Argentina-1986;Argentina;ARG;1986;12.220743
Argentina-1987;Argentina;ARG;1987;12.183867
Argentina-1988;Argentina;ARG;1988;8.344774
Argentina-1989;Argentina;ARG;1989;7.478697
Argentina-1990;Argentina;ARG;1990;10.209906
Argentina-1991;Argentina;ARG;1991;9.001223
Argentina-1992;Argentina;ARG;1992;10.132553
Argentina-1993;Argentina;ARG;1993;12.1635
Argentina-1994;Argentina;ARG;1994;13.254489
Argentina-1995;Argentina;ARG;1995;12.475042
Argentina-1996;Argentina;ARG;1996;10.112366
Argentina-1997;Argentina;ARG;1997;12.421807
Argentina-1998;Argentina;ARG;1998;11.372231
Argentina-1999;Argentina;ARG;1999;9.091587
Argentina-2000;Argentina;ARG;2000;12.092774
Argentina-2001;Argentina;ARG;2001;15.746431
Argentina-2002;Argentina;ARG;2002;15.958025
Argentina-2003;Argentina;ARG;2003;13.975237
Argentina-2004;Argentina;ARG;2004;11.785715
Argentina-2005;Argentina;ARG;2005;12.392465
Argentina-2006;Argentina;ARG;2006;13.023436
Argentina-2007;Argentina;ARG;2007;10.18465
Argentina-2008;Argentina;ARG;2008;9.985144
Argentina-2009;Argentina;ARG;2009;11.326775
Argentina-2010;Argentina;ARG;2010;10.463687
Argentina-2011;Argentina;ARG;2011;9.461024
Argentina-2012;Argentina;ARG;2012;8.462529
Argentina-2013;Argentina;ARG;2013;9.08736
Argentina-2014;Argentina;ARG;2014;8.962524
Argentina-2015;Argentina;ARG;2015;8.738676
Argentina-2016;Argentina;ARG;2016;8.031665
Argentina-2017;Argentina;ARG;2017;8.488072
Argentina-2018;Argentina;ARG;2018;8.683492
Argentina-2019;Argentina;ARG;2019;7.789057
Argentina-2020;Argentina;ARG;2020;7.057022
Argentina-2021;Argentina;ARG;2021;5.3786182
Asia-1965;Asia;;1965;7.892175
Asia-1966;Asia;;1966;7.5844584
Asia-1967;Asia;;1967;6.7657084
Asia-1968;Asia;;1968;6.968028
Asia-1969;Asia;;1969;6.3640313
Asia-1970;Asia;;1970;5.7499266
Asia-1971;Asia;;1971;5.729412
Asia-1972;Asia;;1972;5.575788
Asia-1973;Asia;;1973;4.7845745
Asia-1974;Asia;;1974;5.3259535
Asia-1975;Asia;;1975;5.5351872
Asia-1976;Asia;;1976;5.3821945
Asia-1977;Asia;;1977;4.956045
Asia-1978;Asia;;1978;4.87859
Asia-1979;Asia;;1979;4.993583
Asia-1980;Asia;;1980;5.3367453
Asia-1981;Asia;;1981;5.60682
Asia-1982;Asia;;1982;5.429555
Asia-1983;Asia;;1983;5.3872886
Asia-1984;Asia;;1984;5.001023
Asia-1985;Asia;;1985;5.0661306
Asia-1986;Asia;;1986;4.9006996
Asia-1987;Asia;;1987;4.8033037
Asia-1988;Asia;;1988;5.1596956
Asia-1989;Asia;;1989;5.037293
Asia-1990;Asia;;1990;5.1095595
Asia-1991;Asia;;1991;4.9714622
Asia-1992;Asia;;1992;4.7920914
Asia-1993;Asia;;1993;5.1130238
Asia-1994;Asia;;1994;4.824696
Asia-1995;Asia;;1995;4.990134
Asia-1996;Asia;;1996;4.7484045
Asia-1997;Asia;;1997;4.596565
Asia-1998;Asia;;1998;4.8641324
Asia-1999;Asia;;1999;4.588715
Asia-2000;Asia;;2000;4.5477147
Asia-2001;Asia;;2001;4.7145543
Asia-2002;Asia;;2002;4.6214204
Asia-2003;Asia;;2003;4.425234
Asia-2004;Asia;;2004;4.725448
Asia-2005;Asia;;2005;4.529281
Asia-2006;Asia;;2006;4.684313
Asia-2007;Asia;;2007;4.602389
Asia-2008;Asia;;2008;5.0232763
Asia-2009;Asia;;2009;4.742838
Asia-2010;Asia;;2010;5.094595
Asia-2011;Asia;;2011;4.870131
Asia-2012;Asia;;2012;5.2891445
Asia-2013;Asia;;2013;5.5334287
Asia-2014;Asia;;2014;5.834887
Asia-2015;Asia;;2015;5.925279
Asia-2016;Asia;;2016;5.977814
Asia-2017;Asia;;2017;5.9100165
Asia-2018;Asia;;2018;5.8000817
Asia-2019;Asia;;2019;6.027584
Asia-2020;Asia;;2020;6.228368
Asia-2021;Asia;;2021;5.732312
Asia Pacific (BP)-1965;Asia Pacific (BP);;1965;8.815661
Asia Pacific (BP)-1966;Asia Pacific (BP);;1966;8.445508
Asia Pacific (BP)-1967;Asia Pacific (BP);;1967;7.596717
Asia Pacific (BP)-1968;Asia Pacific (BP);;1968;7.7585726
Asia Pacific (BP)-1969;Asia Pacific (BP);;1969;7.070377
Asia Pacific (BP)-1970;Asia Pacific (BP);;1970;6.4520755
Asia Pacific (BP)-1971;Asia Pacific (BP);;1971;6.500141
Asia Pacific (BP)-1972;Asia Pacific (BP);;1972;6.3095226
Asia Pacific (BP)-1973;Asia Pacific (BP);;1973;5.5289207
Asia Pacific (BP)-1974;Asia Pacific (BP);;1974;6.075189
Asia Pacific (BP)-1975;Asia Pacific (BP);;1975;6.247506
Asia Pacific (BP)-1976;Asia Pacific (BP);;1976;5.979161
Asia Pacific (BP)-1977;Asia Pacific (BP);;1977;5.5018015
Asia Pacific (BP)-1978;Asia Pacific (BP);;1978;5.376815
Asia Pacific (BP)-1979;Asia Pacific (BP);;1979;5.572282
Asia Pacific (BP)-1980;Asia Pacific (BP);;1980;5.896049
Asia Pacific (BP)-1981;Asia Pacific (BP);;1981;6.201539
Asia Pacific (BP)-1982;Asia Pacific (BP);;1982;5.990903
Asia Pacific (BP)-1983;Asia Pacific (BP);;1983;6.078779
Asia Pacific (BP)-1984;Asia Pacific (BP);;1984;5.6779737
Asia Pacific (BP)-1985;Asia Pacific (BP);;1985;5.788273
Asia Pacific (BP)-1986;Asia Pacific (BP);;1986;5.699648
Asia Pacific (BP)-1987;Asia Pacific (BP);;1987;5.3751607
Asia Pacific (BP)-1988;Asia Pacific (BP);;1988;5.5443087
Asia Pacific (BP)-1989;Asia Pacific (BP);;1989;5.6459103
Asia Pacific (BP)-1990;Asia Pacific (BP);;1990;5.578811
Asia Pacific (BP)-1991;Asia Pacific (BP);;1991;5.4857078
Asia Pacific (BP)-1992;Asia Pacific (BP);;1992;5.1280756
Asia Pacific (BP)-1993;Asia Pacific (BP);;1993;5.341288
Asia Pacific (BP)-1994;Asia Pacific (BP);;1994;5.101002
Asia Pacific (BP)-1995;Asia Pacific (BP);;1995;5.2890987
Asia Pacific (BP)-1996;Asia Pacific (BP);;1996;4.9456854
Asia Pacific (BP)-1997;Asia Pacific (BP);;1997;4.823456
Asia Pacific (BP)-1998;Asia Pacific (BP);;1998;5.144416
Asia Pacific (BP)-1999;Asia Pacific (BP);;1999;4.8977237
Asia Pacific (BP)-2000;Asia Pacific (BP);;2000;4.918198
Asia Pacific (BP)-2001;Asia Pacific (BP);;2001;5.172916
Asia Pacific (BP)-2002;Asia Pacific (BP);;2002;4.9734497
Asia Pacific (BP)-2003;Asia Pacific (BP);;2003;4.684971
Asia Pacific (BP)-2004;Asia Pacific (BP);;2004;4.9853716
Asia Pacific (BP)-2005;Asia Pacific (BP);;2005;4.7867985
Asia Pacific (BP)-2006;Asia Pacific (BP);;2006;4.947669
Asia Pacific (BP)-2007;Asia Pacific (BP);;2007;4.9205236
Asia Pacific (BP)-2008;Asia Pacific (BP);;2008;5.5648637
Asia Pacific (BP)-2009;Asia Pacific (BP);;2009;5.2472343
Asia Pacific (BP)-2010;Asia Pacific (BP);;2010;5.554147
Asia Pacific (BP)-2011;Asia Pacific (BP);;2011;5.3458786
Asia Pacific (BP)-2012;Asia Pacific (BP);;2012;5.8048253
Asia Pacific (BP)-2013;Asia Pacific (BP);;2013;6.0961986
Asia Pacific (BP)-2014;Asia Pacific (BP);;2014;6.5566206
Asia Pacific (BP)-2015;Asia Pacific (BP);;2015;6.587581
Asia Pacific (BP)-2016;Asia Pacific (BP);;2016;6.6617503
Asia Pacific (BP)-2017;Asia Pacific (BP);;2017;6.5918164
Asia Pacific (BP)-2018;Asia Pacific (BP);;2018;6.509097
Asia Pacific (BP)-2019;Asia Pacific (BP);;2019;6.549279
Asia Pacific (BP)-2020;Asia Pacific (BP);;2020;6.8614163
Asia Pacific (BP)-2021;Asia Pacific (BP);;2021;6.401993
Australia-1965;Australia;AUS;1965;5.340691
Australia-1966;Australia;AUS;1966;4.86867
Australia-1967;Australia;AUS;1967;4.753871
Australia-1968;Australia;AUS;1968;4.686035
Australia-1969;Australia;AUS;1969;4.9152875
Australia-1970;Australia;AUS;1970;5.275307
Australia-1971;Australia;AUS;1971;5.6825237
Australia-1972;Australia;AUS;1972;5.4565244
Australia-1973;Australia;AUS;1973;5.42747
Australia-1974;Australia;AUS;1974;5.7627435
Australia-1975;Australia;AUS;1975;6.0813723
Australia-1976;Australia;AUS;1976;5.587167
Australia-1977;Australia;AUS;1977;5.095537
Australia-1978;Australia;AUS;1978;5.349326
Australia-1979;Australia;AUS;1979;5.0072346
Australia-1980;Australia;AUS;1980;4.7166986
Australia-1981;Australia;AUS;1981;4.7800097
Australia-1982;Australia;AUS;1982;4.442979
Australia-1983;Australia;AUS;1983;4.3668876
Australia-1984;Australia;AUS;1984;4.5533056
Australia-1985;Australia;AUS;1985;4.697283
Australia-1986;Australia;AUS;1986;4.634474
Australia-1987;Australia;AUS;1987;4.3700223
Australia-1988;Australia;AUS;1988;4.3994775
Australia-1989;Australia;AUS;1989;4.1644716
Australia-1990;Australia;AUS;1990;4.224702
Australia-1991;Australia;AUS;1991;4.5144806
Australia-1992;Australia;AUS;1992;4.5230637
Australia-1993;Australia;AUS;1993;4.5538177
Australia-1994;Australia;AUS;1994;4.3199315
Australia-1995;Australia;AUS;1995;4.0042224
Australia-1996;Australia;AUS;1996;3.9741788
Australia-1997;Australia;AUS;1997;3.87512
Australia-1998;Australia;AUS;1998;3.748164
Australia-1999;Australia;AUS;1999;3.710974
Australia-2000;Australia;AUS;2000;3.7303896
Australia-2001;Australia;AUS;2001;3.6010303
Australia-2002;Australia;AUS;2002;3.5013092
Australia-2003;Australia;AUS;2003;3.454619
Australia-2004;Australia;AUS;2004;3.218602
Australia-2005;Australia;AUS;2005;3.1399786
Australia-2006;Australia;AUS;2006;2.8911996
Australia-2007;Australia;AUS;2007;2.4497604
Australia-2008;Australia;AUS;2008;2.1675441
Australia-2009;Australia;AUS;2009;2.338825
Australia-2010;Australia;AUS;2010;2.5286407
Australia-2011;Australia;AUS;2011;3.470572
Australia-2012;Australia;AUS;2012;3.0473204
Australia-2013;Australia;AUS;2013;3.3514664
Australia-2014;Australia;AUS;2014;2.5104816
Australia-2015;Australia;AUS;2015;2.3715727
Australia-2016;Australia;AUS;2016;2.938738
Australia-2017;Australia;AUS;2017;2.2450383
Australia-2018;Australia;AUS;2018;2.8250666
Australia-2019;Australia;AUS;2019;2.201334
Australia-2020;Australia;AUS;2020;2.3766096
Australia-2021;Australia;AUS;2021;2.6343446
Austria-1965;Austria;AUT;1965;25.096407
Austria-1966;Austria;AUT;1966;25.840193
Austria-1967;Austria;AUT;1967;26.118929
Austria-1968;Austria;AUT;1968;25.099165
Austria-1969;Austria;AUT;1969;22.27537
Austria-1970;Austria;AUT;1970;24.770256
Austria-1971;Austria;AUT;1971;19.652302
Austria-1972;Austria;AUT;1972;19.524147
Austria-1973;Austria;AUT;1973;20.177391
Austria-1974;Austria;AUT;1974;23.734528
Austria-1975;Austria;AUT;1975;25.034246
Austria-1976;Austria;AUT;1976;20.90532
Austria-1977;Austria;AUT;1977;25.271305
Austria-1978;Austria;AUT;1978;24.244625
Austria-1979;Austria;AUT;1979;25.784454
Austria-1980;Austria;AUT;1980;26.826015
Austria-1981;Austria;AUT;1981;29.280653
Austria-1982;Austria;AUT;1982;30.31977
Austria-1983;Austria;AUT;1983;30.117788
Austria-1984;Austria;AUT;1984;26.689833
Austria-1985;Austria;AUT;1985;28.815756
Austria-1986;Austria;AUT;1986;28.87882
Austria-1987;Austria;AUT;1987;31.328127
Austria-1988;Austria;AUT;1988;31.717836
Austria-1989;Austria;AUT;1989;31.34335
Austria-1990;Austria;AUT;1990;27.798548
Austria-1991;Austria;AUT;1991;26.450676
Austria-1992;Austria;AUT;1992;29.784664
Austria-1993;Austria;AUT;1993;30.823719
Austria-1994;Austria;AUT;1994;30.170261
Austria-1995;Austria;AUT;1995;29.863268
Austria-1996;Austria;AUT;1996;27.530748
Austria-1997;Austria;AUT;1997;28.44973
Austria-1998;Austria;AUT;1998;28.821526
Austria-1999;Austria;AUT;1999;30.863422
Austria-2000;Austria;AUT;2000;31.604445
Austria-2001;Austria;AUT;2001;29.318848
Austria-2002;Austria;AUT;2002;28.919693
Austria-2003;Austria;AUT;2003;23.480003
Austria-2004;Austria;AUT;2004;25.351429
Austria-2005;Austria;AUT;2005;24.982868
Austria-2006;Austria;AUT;2006;24.114162
Austria-2007;Austria;AUT;2007;25.442991
Austria-2008;Austria;AUT;2008;25.656956
Austria-2009;Austria;AUT;2009;28.07734
Austria-2010;Austria;AUT;2010;25.348106
Austria-2011;Austria;AUT;2011;24.011099
Austria-2012;Austria;AUT;2012;29.031807
Austria-2013;Austria;AUT;2013;27.841606
Austria-2014;Austria;AUT;2014;28.13693
Austria-2015;Austria;AUT;2015;25.314009
Austria-2016;Austria;AUT;2016;26.193264
Austria-2017;Austria;AUT;2017;24.402254
Austria-2018;Austria;AUT;2018;24.417084
Austria-2019;Austria;AUT;2019;25.13112
Austria-2020;Austria;AUT;2020;27.552656
Austria-2021;Austria;AUT;2021;27.224585
Azerbaijan-1985;Azerbaijan;AZE;1985;1.6519357
Azerbaijan-1986;Azerbaijan;AZE;1986;0.9406938
Azerbaijan-1987;Azerbaijan;AZE;1987;0.9706843
Azerbaijan-1988;Azerbaijan;AZE;1988;0.8420581
Azerbaijan-1989;Azerbaijan;AZE;1989;0.8257338
Azerbaijan-1990;Azerbaijan;AZE;1990;1.88166
Azerbaijan-1991;Azerbaijan;AZE;1991;2.0779731
Azerbaijan-1992;Azerbaijan;AZE;1992;2.4099329
Azerbaijan-1993;Azerbaijan;AZE;1993;3.8572145
Azerbaijan-1994;Azerbaijan;AZE;1994;3.1670034
Azerbaijan-1995;Azerbaijan;AZE;1995;2.8640728
Azerbaijan-1996;Azerbaijan;AZE;1996;3.449877
Azerbaijan-1997;Azerbaijan;AZE;1997;4.0128255
Azerbaijan-1998;Azerbaijan;AZE;1998;4.5553145
Azerbaijan-1999;Azerbaijan;AZE;1999;3.5315983
Azerbaijan-2000;Azerbaijan;AZE;2000;3.446014
Azerbaijan-2001;Azerbaijan;AZE;2001;3.0117817
Azerbaijan-2002;Azerbaijan;AZE;2002;4.7006664
Azerbaijan-2003;Azerbaijan;AZE;2003;5.2779026
Azerbaijan-2004;Azerbaijan;AZE;2004;5.1585817
Azerbaijan-2005;Azerbaijan;AZE;2005;5.1650033
Azerbaijan-2006;Azerbaijan;AZE;2006;4.3662996
Azerbaijan-2007;Azerbaijan;AZE;2007;4.50297
Azerbaijan-2008;Azerbaijan;AZE;2008;4.1847568
Azerbaijan-2009;Azerbaijan;AZE;2009;4.866703
Azerbaijan-2010;Azerbaijan;AZE;2010;7.310371
Azerbaijan-2011;Azerbaijan;AZE;2011;5.077954
Azerbaijan-2012;Azerbaijan;AZE;2012;3.3373456
Azerbaijan-2013;Azerbaijan;AZE;2013;2.6387935
Azerbaijan-2014;Azerbaijan;AZE;2014;2.2473662
Azerbaijan-2015;Azerbaijan;AZE;2015;2.5738602
Azerbaijan-2016;Azerbaijan;AZE;2016;3.0901825
Azerbaijan-2017;Azerbaijan;AZE;2017;2.7917366
Azerbaijan-2018;Azerbaijan;AZE;2018;2.7306602
Azerbaijan-2019;Azerbaijan;AZE;2019;2.2832217
Azerbaijan-2020;Azerbaijan;AZE;2020;1.5834633
Azerbaijan-2021;Azerbaijan;AZE;2021;1.823925
Bangladesh-1971;Bangladesh;BGD;1971;3.8597577
Bangladesh-1972;Bangladesh;BGD;1972;3.4065344
Bangladesh-1973;Bangladesh;BGD;1973;5.024387
Bangladesh-1974;Bangladesh;BGD;1974;3.4634595
Bangladesh-1975;Bangladesh;BGD;1975;6.0439763
Bangladesh-1976;Bangladesh;BGD;1976;5.868124
Bangladesh-1977;Bangladesh;BGD;1977;5.079776
Bangladesh-1978;Bangladesh;BGD;1978;5.5367117
Bangladesh-1979;Bangladesh;BGD;1979;5.8256717
Bangladesh-1980;Bangladesh;BGD;1980;4.9608803
Bangladesh-1981;Bangladesh;BGD;1981;5.0166497
Bangladesh-1982;Bangladesh;BGD;1982;3.8052506
Bangladesh-1983;Bangladesh;BGD;1983;4.870659
Bangladesh-1984;Bangladesh;BGD;1984;6.105583
Bangladesh-1985;Bangladesh;BGD;1985;4.5266814
Bangladesh-1986;Bangladesh;BGD;1986;2.5327976
Bangladesh-1987;Bangladesh;BGD;1987;2.6365013
Bangladesh-1988;Bangladesh;BGD;1988;3.090864
Bangladesh-1989;Bangladesh;BGD;1989;3.907864
Bangladesh-1990;Bangladesh;BGD;1990;3.5392714
Bangladesh-1991;Bangladesh;BGD;1991;3.4776092
Bangladesh-1992;Bangladesh;BGD;1992;3.0288854
Bangladesh-1993;Bangladesh;BGD;1993;2.1043289
Bangladesh-1994;Bangladesh;BGD;1994;2.7616806
Bangladesh-1995;Bangladesh;BGD;1995;1.0269947
Bangladesh-1996;Bangladesh;BGD;1996;1.9475641
Bangladesh-1997;Bangladesh;BGD;1997;1.8034276
Bangladesh-1998;Bangladesh;BGD;1998;2.0371237
Bangladesh-1999;Bangladesh;BGD;1999;1.9397291
Bangladesh-2000;Bangladesh;BGD;2000;1.6270727
Bangladesh-2001;Bangladesh;BGD;2001;1.8750032
Bangladesh-2002;Bangladesh;BGD;2002;1.362026
Bangladesh-2003;Bangladesh;BGD;2003;1.2768693
Bangladesh-2004;Bangladesh;BGD;2004;1.2265867
Bangladesh-2005;Bangladesh;BGD;2005;1.1302223
Bangladesh-2006;Bangladesh;BGD;2006;1.036622
Bangladesh-2007;Bangladesh;BGD;2007;1.0064936
Bangladesh-2008;Bangladesh;BGD;2008;1.1989739
Bangladesh-2009;Bangladesh;BGD;2009;0.47598016
Bangladesh-2010;Bangladesh;BGD;2010;0.80761176
Bangladesh-2011;Bangladesh;BGD;2011;0.88351613
Bangladesh-2012;Bangladesh;BGD;2012;0.7309574
Bangladesh-2013;Bangladesh;BGD;2013;0.66099966
Bangladesh-2014;Bangladesh;BGD;2014;0.49092638
